,income_comp_sq,log_hiv_aids,schooling_sq,adult_mortality,bmi_sq,mortality_per_bmi,mortality_hiv_inter,status,life_expectancy
0,-1.483150624438681,-0.5431917233788166,-1.672242631631904,1.256960492603303,-1.1657639035396308,1.093529796969993,-0.2304349254311579,0,54.8
1,-1.4770073481051713,-0.5431917233788166,-1.611429782614805,1.2167257963619889,-1.1589799163013217,1.0188744976065776,-0.23063123851447354,0,55.3
2,-1.473922118619095,-0.5431917233788166,-1.5630195541209302,-1.30196618834427,-1.1519770907650029,-0.5682155331989509,-0.24292043753003215,0,56.2
3,-1.3704106306633255,-0.5431917233788166,-1.512208818429012,1.04774007214847,-1.144755426930674,0.8293432283379346,-0.2314557534643992,0,56.7
4,-1.3430830179467115,-0.5431917233788166,-1.4589975755390505,1.0316461936519443,-1.137314924798335,0.781855754382388,-0.23153427869772547,0,57.0
5,-1.2902807423810385,-0.5431917233788166,-1.2433520122481536,1.0155523151554187,-1.1296555843679863,0.7368676211613441,-0.2316128039310517,0,57.3
6,-1.2576208020504562,-0.5431917233788166,-1.2006763287273825,1.04774007214847,-1.1197736674734737,0.7123985552800498,-0.2314557534643992,0,57.3
7,-1.2204711959038657,-0.5431917233788166,-1.1346623807811895,1.04774007214847,-1.1095498157383203,0.6724174704739352,-0.2314557534643992,0,57.5
8,-1.1513185631939187,-0.5431917233788166,-1.0662479256369535,0.9833645581623675,-1.0989840291625266,0.6018048611096982,-0.2317698543977042,0,58.1
9,-1.147390671909883,-0.5431917233788166,-1.0193046737641047,0.9350829226727906,-1.0880763077460924,0.5433140247452243,-0.23200543009768296,0,58.6
10,-1.0914488015808457,-0.5431917233788166,-0.9468893732897965,0.918989044176265,-1.0768266514890177,0.5037076295574654,-0.23208395533100923,0,58.8
11,-1.0669300615240958,-0.5431917233788166,-0.8720735656174444,0.8868012871832138,-1.0652350603913021,0.4587014821145454,-0.23224100579766171,0,59.2
12,-1.0295403420694842,-0.5431917233788166,-0.7948572507470488,0.8626604694384253,-1.0557155944278684,0.4251800380732239,-0.23235879364765108,0,59.5
13,-0.9999520399056568,-0.5431917233788166,-0.7685850330795743,0.8304727124453741,-1.0435085206169998,0.3843502952607096,-0.23251584411430362,0,59.9
14,-0.9742372637485777,-0.5431917233788166,-0.7420460923900947,0.8546135301901625,-1.0309595119654908,0.370225467990207,-0.23239805626431423,0,59.9
15,-0.9612575537961406,-0.5431917233788166,-0.7152404286786105,0.7902380162040601,-1.0180685684733413,0.31907449410260036,-0.23271215719761926,0,65.0
16,-0.05111485540353329,-0.5431917233788166,-0.548805262947603,-1.2375906743581675,0.11728503769280768,-0.5665027147364453,-0.24260633659672712,0,72.6
17,-0.015288137670943083,-0.5431917233788166,-0.5772112647911161,-1.2134498566133791,0.17951717868939215,-0.5624529923610003,-0.24248854874673775,0,73.6
18,0.03298822856052943,-0.5431917233788166,-0.548805262947603,-1.2054029173651162,0.2366955227413087,-0.5613995705854995,-0.24244928613007463,0,73.3
19,0.057343872785416306,-0.5431917233788166,-0.548805262947603,-1.1812620996203278,0.3015263685267616,-0.5576115581622894,-0.24233149828008527,0,72.8
20,0.10031509404156452,-0.5431917233788166,-0.49119309019456164,-1.1893090388685905,0.36772495367477687,-0.5595016979897766,-0.24237076089674836,0,73.0
21,0.12506941696656104,-0.5431917233788166,-0.5201325380820845,-1.2054029173651162,0.4352912781853541,-0.5626720080227819,-0.24244928613007463,0,73.5
22,0.1938913275730072,-0.5431917233788166,-0.34249500542687455,-0.5294600205110404,-1.2445456908232189,0.4207104323367444,-0.239151226330372,0,74.2
23,0.23825792427953946,-0.5431917233788166,-0.28114871036576605,-1.2536845528546932,0.5603573654980508,-0.5712149968395291,-0.2426848618300534,0,75.9
24,0.3024089514790184,-0.5431917233788166,-0.15525544397949115,-1.3180600668407956,0.6245522124799121,-0.5817023808127649,-0.2429989627633584,0,75.3
25,0.35438215656605404,-0.5431917233788166,-0.09070847265432508,-0.5938355344971429,0.6898549283454488,-0.46787619200609887,-0.239465327263677,0,76.1
26,0.38058622021872257,-0.5431917233788166,0.008112406998460995,-0.5938355344971429,0.7488318496591349,-0.4695414708550242,-0.239465327263677,0,76.2
27,0.4667506542799436,-0.5431917233788166,0.28337056570743524,-0.6179763522419313,0.8086841241648611,-0.47484593657006813,-0.2395831151136664,0,76.6
28,0.5612556279650517,-0.5431917233788166,0.6134403054383993,-0.6340702307384569,0.8617729275227165,-0.47860617856547805,-0.23966164034699264,0,76.9
29,0.6091740894543802,-0.5431917233788166,0.6134403054383993,-0.6501641092349825,0.9155319231682276,-0.48227486684273885,-0.2397401655803189,0,77.2
30,0.6229466263672624,-0.5431917233788166,0.6134403054383993,-1.2617314921029559,0.9699611111013943,-0.5735121741403499,-0.2427241244467165,0,77.5
31,0.6298464861430257,-0.5431917233788166,0.6134403054383993,-0.7306335017176105,1.0329865409282648,-0.49652029090293265,-0.24013279174695015,0,77.8
32,-0.1681814191630345,-0.5431917233788166,-0.548805262947603,-0.15930081509095123,0.08060226798888684,-0.3628027609006695,-0.2373451459638682,0,71.3
33,-0.1217897158775355,-0.5431917233788166,-0.49119309019456164,-0.15930081509095123,0.13581106735871376,-0.36708283106014367,-0.2373451459638682,0,71.4
34,-0.06890589239593121,-0.5431917233788166,-0.4325140253535014,-0.15930081509095123,0.18581561845399153,-0.3707500202130595,-0.2373451459638682,0,71.6
35,-0.009285304970426777,-0.5431917233788166,-0.3119552194073228,-0.1512538758426884,0.2431170590485389,-0.37329322379403146,-0.23730588334720504,0,71.7
